Hospital_ID,District,City,State,City_Type,Hospital_Name,Reference_Period_AU595,Total_Beds,ICU_Beds,Non_ICU_Beds,Available_Beds,ICU_Rooms,General_Ward_Rooms,Private_Rooms,Semi_Private_Rooms,Emergency_Rooms,Operation_Theatres,Isolation_Rooms,Total_Rooms,Ventilators,Oxygen_Concentrators,ECG_Machines,Defibrillators,Pulse_Oximeters,CT_Scan,X_Ray_Machines,Ultrasound_Units,Blood_Analyzers,Patient_Monitors,Doctors_General_Physician,Doctors_Pulmonologist,Doctors_Cardiologist,Doctors_Intensivist,Doctors_Anesthesiologist,Doctors_Surgeon,Doctors_Radiologist,Doctors_Neurologist,Doctors_Orthopedic,Doctors_Pediatrician,Total_Doctors,Assurance_Available_Time,AU595_State_Rural_Hospitals,AU595_State_Urban_Hospitals,AU595_State_Total_Hospitals,AU595_State_Rural_Beds,AU595_State_Urban_Beds,AU595_State_Total_Beds
MH-1189,Nashik,Dindori,Maharashtra,Rural,Sub-District Trauma Centre Dindori,31.08.2020,20,4,16,18,1,2,2,2,1,1,2,11,3,10,2,3,30,0,2,1,3,12,2,1,1,1,1,2,2,1,0,2,13,45 minutes,365,149,514,10950,22078,33028
MH-1190,Nashik,Dindori,Maharashtra,Rural,Civil Super Speciality Hospital Dindori,31.08.2020,16,1,15,16,1,2,2,1,1,1,2,10,2,10,3,1,23,0,1,2,2,9,4,1,1,1,1,1,1,1,1,2,14,60 minutes,365,149,514,10950,22078,33028
MH-1191,Nashik,Sinnar,Maharashtra,Semi-Urban,Township Hospital Sinnar,31.08.2020,16,4,12,13,1,2,2,1,1,1,2,10,4,9,3,3,21,0,2,2,2,9,3,1,1,1,1,1,2,0,2,1,13,35 minutes,365,149,514,10950,22078,33028
MH-1192,Nashik,Sinnar,Maharashtra,Semi-Urban,Municipal Trauma Centre Sinnar,31.08.2020,19,4,15,14,1,2,2,2,1,1,3,12,4,11,3,3,28,0,1,2,1,11,4,1,1,1,1,1,2,0,1,2,14,59 minutes,365,149,514,10950,22078,33028
MH-1193,Nashik,Sinnar,Maharashtra,Semi-Urban,Health Medical Trust Sinnar,31.08.2020,16,5,11,13,1,1,1,1,1,1,4,10,4,10,2,3,25,0,3,1,2,9,3,2,1,1,1,1,2,1,1,2,15,48 minutes,365,149,514,10950,22078,33028
MH-1194,Nashik,Yeola,Maharashtra,Semi-Urban,Health Multispeciality Hospital Yeola,31.08.2020,18,2,16,17,1,2,1,1,1,1,2,9,1,11,2,2,23,0,3,2,3,10,3,2,1,1,1,1,2,1,1,0,13,60 minutes,365,149,514,10950,22078,33028
MH-1195,Nashik,Yeola,Maharashtra,Semi-Urban,Township Health Care Yeola,31.08.2020,10,3,7,9,1,1,2,1,1,1,2,9,2,8,2,1,11,0,2,1,1,6,2,2,1,1,1,1,1,0,2,1,12,34 minutes,365,149,514,10950,22078,33028
MH-1196,Nashik,Manmad,Maharashtra,Semi-Urban,Cooperative General Hospital Manmad,31.08.2020,18,4,14,18,1,2,1,1,1,1,3,10,5,11,3,2,25,0,3,2,3,10,3,1,1,1,1,1,2,1,1,2,14,38 minutes,365,149,514,10950,22078,33028
MH-1197,Nashik,Manmad,Maharashtra,Semi-Urban,District General Hospital Manmad,31.08.2020,20,5,15,12,1,2,3,2,1,1,2,12,4,12,3,2,28,0,1,2,2,12,3,1,1,1,1,1,1,1,0,1,11,32 minutes,365,149,514,10950,22078,33028
MH-1198,Nashik,Chandwad,Maharashtra,Rural,Sub-District Health Care Chandwad,31.08.2020,13,3,10,8,1,1,2,2,1,1,2,10,2,10,3,2,23,0,3,2,2,7,2,1,1,1,1,1,1,1,2,1,12,31 minutes,365,149,514,10950,22078,33028
MH-1199,Nashik,Chandwad,Maharashtra,Rural,Sub-District Multispeciality Hospital Chandwad,31.08.2020,12,3,9,12,1,1,1,2,1,1,2,9,3,8,2,2,12,0,1,1,1,7,2,1,1,1,1,1,2,1,1,1,12,54 minutes,365,149,514,10950,22078,33028
MH-1200,Nashik,Deola,Maharashtra,Rural,Public Trauma Centre Deola,31.08.2020,12,2,10,11,1,1,2,2,1,1,2,10,1,8,3,1,13,0,3,1,2,7,2,1,1,1,1,1,1,0,1,1,10,46 minutes,365,149,514,10950,22078,33028
MH-1201,Nashik,Deola,Maharashtra,Rural,Block Health Care Deola,31.08.2020,13,3,10,11,1,1,2,1,1,1,2,9,2,8,2,1,14,0,1,2,2,7,2,1,1,1,1,1,1,0,0,2,10,45 minutes,365,149,514,10950,22078,33028
MH-1202,Nashik,Surgana,Maharashtra,Rural,Public Super Speciality Hospital Surgana,31.08.2020,11,2,9,11,1,1,1,2,1,1,3,10,1,7,2,1,13,0,2,1,2,6,3,2,1,1,1,1,1,1,1,2,14,47 minutes,365,149,514,10950,22078,33028
MH-1203,Nashik,Surgana,Maharashtra,Rural,Jeevan Medical Trust Surgana,31.08.2020,11,1,10,10,1,1,2,1,1,1,2,9,2,6,3,2,18,0,2,1,1,6,3,1,1,1,1,1,2,1,0,2,13,37 minutes,365,149,514,10950,22078,33028
MH-1204,Nashik,Trimbakeshwar,Maharashtra,Rural,Rural Hospital Trimbakeshwar,31.08.2020,12,2,10,8,1,1,1,1,1,1,2,8,2,7,3,1,21,0,2,2,2,7,3,1,1,1,1,1,1,0,0,0,9,48 minutes,365,149,514,10950,22078,33028
MH-1205,Nashik,Trimbakeshwar,Maharashtra,Rural,Taluka Hospital Trimbakeshwar,31.08.2020,10,2,8,7,1,1,2,2,1,1,2,10,3,9,3,1,15,0,1,1,1,6,2,2,1,1,1,1,1,1,2,2,14,53 minutes,365,149,514,10950,22078,33028
MH-1206,Nagpur,Nagpur City,Maharashtra,Urban,Global Health Care Nagpur City,31.08.2020,107,29,78,94,7,13,12,8,1,4,8,53,25,53,3,12,110,1,3,2,1,64,8,7,3,5,3,5,1,1,2,0,35,18 minutes,365,149,514,10950,22078,33028
MH-1207,Nagpur,Nagpur City,Maharashtra,Urban,Noble General Hospital Nagpur City,31.08.2020,101,20,81,91,5,13,15,5,1,3,9,51,18,54,9,6,106,1,3,2,2,60,8,6,2,4,3,5,1,0,1,2,32,10 minutes,365,149,514,10950,22078,33028
MH-1208,Nagpur,Nagpur City,Maharashtra,Urban,Horizon Multispeciality Hospital Nagpur City,31.08.2020,43,22,21,43,5,3,2,3,1,2,7,23,19,22,3,1,47,1,1,1,2,25,3,6,2,4,2,1,1,1,1,0,21,24 minutes,365,149,514,10950,22078,33028
MH-1209,Nagpur,Nagpur City,Maharashtra,Urban,Shivneri Hospital Nagpur City,31.08.2020,111,30,81,98,7,13,14,2,1,2,9,48,26,55,7,16,113,1,2,1,3,66,10,7,1,6,4,1,1,1,1,1,33,14 minutes,365,149,514,10950,22078,33028
MH-1210,Nagpur,Nagpur City,Maharashtra,Urban,Care Multispeciality Hospital Nagpur City,31.08.2020,88,19,69,79,4,11,6,2,1,2,5,31,16,48,7,4,90,1,1,2,2,52,8,5,1,3,2,4,2,1,0,0,26,11 minutes,365,149,514,10950,22078,33028
MH-1211,Nagpur,Nagpur City,Maharashtra,Urban,Life General Hospital Nagpur City,31.08.2020,102,19,83,94,4,13,15,10,1,1,5,49,15,54,10,4,109,1,2,1,3,61,9,5,1,3,2,1,2,1,1,2,27,15 minutes,365,149,514,10950,22078,33028
MH-1212,Nagpur,Nagpur City,Maharashtra,Urban,Galaxy Hospital Nagpur City,31.08.2020,105,21,84,67,5,14,2,1,1,2,7,32,18,52,6,3,110,1,3,2,3,63,8,5,1,4,2,2,2,0,2,0,26,15 minutes,365,149,514,10950,22078,33028
MH-1213,Nagpur,Nagpur City,Maharashtra,Urban,Apollo Multispeciality Hospital Nagpur City,31.08.2020,86,23,63,58,5,10,11,1,1,2,7,37,19,43,4,4,94,1,1,1,3,51,8,5,3,4,3,5,1,0,1,2,32,13 minutes,365,149,514,10950,22078,33028
MH-1214,Nagpur,Nagpur City,Maharashtra,Urban,Sterling Hospital & ICU Nagpur City,31.08.2020,74,27,47,73,6,7,2,3,1,2,8,29,22,42,2,2,80,1,3,2,3,44,7,6,1,5,3,3,2,0,1,2,30,29 minutes,365,149,514,10950,22078,33028
MH-1215,Nagpur,Kamptee,Maharashtra,Semi-Urban,Taluka Health Care Kamptee,31.08.2020,25,5,20,25,1,3,2,2,1,1,3,13,4,16,3,2,32,1,2,1,1,15,3,3,1,1,1,2,1,1,0,2,15,30 minutes,365,149,514,10950,22078,33028
MH-1216,Nagpur,Kamptee,Maharashtra,Semi-Urban,Regional Health Care Kamptee,31.08.2020,28,10,18,27,2,3,2,1,1,1,4,14,10,17,2,4,31,1,3,1,2,16,3,4,2,2,2,1,1,0,2,2,19,40 minutes,365,149,514,10950,22078,33028
MH-1217,Nagpur,Kamptee,Maharashtra,Semi-Urban,Panchayat Hospital & ICU Kamptee,31.08.2020,30,12,18,25,3,3,2,1,1,2,4,16,9,19,2,2,35,1,1,1,2,18,4,3,2,2,2,2,1,0,0,0,16,27 minutes,365,149,514,10950,22078,33028
MH-1218,Nagpur,Hingna,Maharashtra,Semi-Urban,Arogya Hospital & ICU Hingna,31.08.2020,19,5,14,12,1,2,2,2,1,1,2,11,4,13,3,3,29,0,2,1,2,11,3,2,1,1,1,1,1,0,1,0,11,32 minutes,365,149,514,10950,22078,33028
MH-1219,Nagpur,Hingna,Maharashtra,Semi-Urban,Municipal General Hospital Hingna,31.08.2020,35,7,28,28,1,4,1,1,1,2,2,12,7,20,3,4,38,1,2,2,1,21,5,3,1,1,1,2,1,0,1,1,16,36 minutes,365,149,514,10950,22078,33028
MH-1220,Nagpur,Hingna,Maharashtra,Semi-Urban,Regional Nursing Home Hingna,31.08.2020,12,6,6,11,1,1,1,1,1,1,4,10,5,9,3,3,16,0,2,1,2,7,2,3,1,1,1,1,2,0,2,2,15,44 minutes,365,149,514,10950,22078,33028
MH-1221,Nagpur,Katol,Maharashtra,Rural,Sub-District Health Care Katol,31.08.2020,17,5,12,12,1,2,2,1,1,1,4,12,4,11,2,2,22,0,3,1,3,10,4,1,1,1,1,1,2,0,2,2,15,59 minutes,365,149,514,10950,22078,33028
MH-1222,Nagpur,Katol,Maharashtra,Rural,Taluka Hospital Katol,31.08.2020,19,2,17,17,1,2,1,2,1,1,3,11,1,10,2,1,25,0,2,2,3,11,3,1,1,1,1,1,1,0,2,1,12,49 minutes,365,149,514,10950,22078,33028
MH-1223,Nagpur,Narkhed,Maharashtra,Rural,Government Medical Centre Narkhed,31.08.2020,11,3,8,7,1,1,1,1,1,1,2,8,4,8,3,2,18,0,1,1,1,6,3,1,1,1,1,1,1,0,2,1,12,31 minutes,365,149,514,10950,22078,33028
MH-1224,Nagpur,Narkhed,Maharashtra,Rural,Taluka General Hospital Narkhed,31.08.2020,19,4,15,17,1,2,1,1,1,1,3,10,5,11,2,2,28,0,2,1,1,11,3,1,1,1,1,1,2,0,1,1,12,46 minutes,365,149,514,10950,22078,33028
MH-1225,Nagpur,Parseoni,Maharashtra,Rural,Rural Hospital Parseoni,31.08.2020,13,3,10,13,1,1,1,2,1,1,2,9,2,10,2,2,22,0,3,2,2,7,3,1,1,1,1,1,2,1,1,0,12,44 minutes,365,149,514,10950,22078,33028
MH-1226,Nagpur,Parseoni,Maharashtra,Rural,Government General Hospital Parseoni,31.08.2020,10,2,8,9,1,1,2,1,1,1,2,9,3,8,3,1,15,0,2,1,1,6,3,1,1,1,1,1,2,1,2,2,15,53 minutes,365,149,514,10950,22078,33028
MH-1227,Nagpur,Ramtek,Maharashtra,Rural,Jeevan Nursing Home Ramtek,31.08.2020,9,1,8,8,1,1,2,1,1,1,2,9,1,6,3,2,16,0,1,1,2,5,2,2,1,1,1,1,2,0,2,1,13,32 minutes,365,149,514,10950,22078,33028
MH-1228,Nagpur,Ramtek,Maharashtra,Rural,Taluka Multispeciality Hospital Ramtek,31.08.2020,15,4,11,15,1,1,2,2,1,1,2,10,4,10,2,3,24,0,2,1,3,9,2,1,1,1,1,1,2,0,1,0,10,35 minutes,365,149,514,10950,22078,33028
MH-1229,Nagpur,Umred,Maharashtra,Semi-Urban,Community Multispeciality Hospital Umred,31.08.2020,25,6,19,22,1,3,1,2,1,1,2,11,4,15,2,4,33,1,1,1,2,15,3,3,1,1,1,1,1,0,0,2,13,21 minutes,365,149,514,10950,22078,33028
MH-1230,Nagpur,Umred,Maharashtra,Semi-Urban,District Health Care Umred,31.08.2020,14,4,10,14,1,1,2,2,1,1,3,11,4,10,2,1,22,0,3,2,1,8,3,1,1,1,1,1,1,1,1,2,13,38 minutes,365,149,514,10950,22078,33028
MH-1231,Nagpur,Butibori,Maharashtra,Semi-Urban,Lok Hospital Butibori,31.08.2020,26,7,19,18,1,3,1,1,1,1,5,13,7,13,2,3,34,1,2,2,1,15,4,2,1,1,1,1,2,1,2,1,16,23 minutes,365,149,514,10950,22078,33028
MH-1232,Nagpur,Butibori,Maharashtra,Semi-Urban,Taluka Health Care Butibori,31.08.2020,18,4,14,12,1,2,2,2,1,1,2,11,3,14,3,3,23,0,2,2,1,10,4,2,1,1,1,1,1,1,0,1,13,57 minutes,365,149,514,10950,22078,33028
MH-1233,Nagpur,Saoner,Maharashtra,Rural,Government Trauma Centre Saoner,31.08.2020,11,3,8,9,1,1,1,1,1,1,2,8,3,6,3,2,18,0,2,1,1,6,2,1,1,1,1,1,1,1,1,2,12,50 minutes,365,149,514,10950,22078,33028
MH-1234,Nagpur,Saoner,Maharashtra,Rural,Rural Medical Trust Saoner,31.08.2020,13,3,10,10,1,1,1,1,1,1,3,9,3,10,3,1,22,0,1,1,2,7,2,1,1,1,1,1,2,1,2,2,14,49 minutes,365,149,514,10950,22078,33028
MH-1235,Aurangabad,Aurangabad City,Maharashtra,Urban,Noble Hospital & ICU Aurangabad City,31.08.2020,58,10,48,44,2,8,3,4,1,2,6,26,8,31,5,1,67,1,1,2,2,34,5,4,1,2,1,1,1,0,0,2,17,21 minutes,365,149,514,10950,22078,33028
MH-1236,Aurangabad,Aurangabad City,Maharashtra,Urban,Metro Hospital & ICU Aurangabad City,31.08.2020,49,13,36,31,3,6,5,3,1,1,5,24,12,26,3,6,54,1,1,1,3,29,6,3,1,2,2,1,2,0,0,2,19,28 minutes,365,149,514,10950,22078,33028
MH-1237,Aurangabad,Aurangabad City,Maharashtra,Urban,Lilavati Hospital Aurangabad City,31.08.2020,47,13,34,37,3,5,3,2,1,1,3,18,12,26,3,4,53,1,3,1,3,28,4,3,1,2,1,3,2,1,1,0,18,19 minutes,365,149,514,10950,22078,33028
MH-1238,Aurangabad,Aurangabad City,Maharashtra,Urban,Unity Multispeciality Hospital Aurangabad City,31.08.2020,46,14,32,33,3,5,5,1,1,2,5,22,11,23,2,7,53,1,3,2,3,27,4,3,2,2,2,2,2,0,0,1,18,28 minutes,365,149,514,10950,22078,33028
MH-1239,Aurangabad,Aurangabad City,Maharashtra,Urban,Aditya Trauma Centre Aurangabad City,31.08.2020,57,19,38,56,4,6,2,5,1,2,5,25,15,32,5,6,58,1,3,2,3,34,4,3,2,3,3,3,1,0,0,1,20,15 minutes,365,149,514,10950,22078,33028
MH-1240,Aurangabad,Aurangabad City,Maharashtra,Urban,Synergy Medical Centre Aurangabad City,31.08.2020,57,10,47,42,2,7,5,5,1,1,5,26,10,33,4,4,62,1,2,2,1,34,4,4,2,2,2,1,2,0,2,0,19,19 minutes,365,149,514,10950,22078,33028
MH-1241,Aurangabad,Paithan,Maharashtra,Semi-Urban,General Health Care Paithan,31.08.2020,16,2,14,14,1,2,2,1,1,1,2,10,2,9,3,2,20,0,1,1,3,9,2,2,1,1,1,1,1,1,2,0,12,49 minutes,365,149,514,10950,22078,33028
MH-1242,Aurangabad,Paithan,Maharashtra,Semi-Urban,Seva Trauma Centre Paithan,31.08.2020,19,5,14,12,1,2,2,2,1,1,4,13,5,12,2,3,26,0,3,1,1,11,4,3,1,1,1,1,1,0,0,1,13,37 minutes,365,149,514,10950,22078,33028
MH-1243,Aurangabad,Paithan,Maharashtra,Semi-Urban,Township Hospital & ICU Paithan,31.08.2020,22,3,19,15,1,3,2,1,1,1,3,12,3,12,3,1,26,1,2,2,3,13,3,2,1,1,1,2,2,1,1,1,15,43 minutes,365,149,514,10950,22078,33028
MH-1244,Aurangabad,Kannad,Maharashtra,Semi-Urban,Panchayat Medical Centre Kannad,31.08.2020,11,3,8,7,1,1,2,1,1,1,2,9,3,10,2,2,19,0,1,1,1,6,2,1,1,1,1,1,2,0,2,1,12,31 minutes,365,149,514,10950,22078,33028
MH-1245,Aurangabad,Kannad,Maharashtra,Semi-Urban,Seva Nursing Home Kannad,31.08.2020,16,5,11,10,1,1,1,2,1,1,4,11,4,12,2,3,17,0,1,1,2,9,4,3,1,1,1,1,2,1,1,2,17,38 minutes,365,149,514,10950,22078,33028
MH-1246,Aurangabad,Kannad,Maharashtra,Semi-Urban,Seva Multispeciality Hospital Kannad,31.08.2020,18,4,14,18,1,2,2,1,1,1,4,12,4,12,3,1,22,0,2,1,2,10,2,1,1,1,1,1,2,0,0,2,11,33 minutes,365,149,514,10950,22078,33028
MH-1247,Aurangabad,Vaijapur,Maharashtra,Semi-Urban,Jan Medical Centre Vaijapur,31.08.2020,16,4,12,11,1,2,2,2,1,1,4,13,4,11,2,2,18,0,3,1,1,9,4,1,1,1,1,1,2,0,2,2,15,47 minutes,365,149,514,10950,22078,33028
MH-1248,Aurangabad,Vaijapur,Maharashtra,Semi-Urban,Health Hospital & ICU Vaijapur,31.08.2020,18,4,14,11,1,2,1,1,1,1,4,11,3,13,3,2,28,0,2,2,1,10,4,2,1,1,1,1,1,1,1,2,15,39 minutes,365,149,514,10950,22078,33028
MH-1249,Aurangabad,Gangapur,Maharashtra,Rural,Sub-District Nursing Home Gangapur,31.08.2020,6,2,4,4,1,1,2,2,1,1,2,10,3,5,3,1,16,0,2,1,1,3,2,1,1,1,1,1,2,0,2,2,13,31 minutes,365,149,514,10950,22078,33028
MH-1250,Aurangabad,Gangapur,Maharashtra,Rural,Civil Medical Centre Gangapur,31.08.2020,15,2,13,12,1,2,1,1,1,1,2,9,1,8,3,1,24,0,1,1,1,9,4,1,1,1,1,1,1,0,2,2,14,44 minutes,365,149,514,10950,22078,33028
MH-1251,Aurangabad,Soegaon,Maharashtra,Rural,Civil Health Care Soegaon,31.08.2020,6,1,5,6,1,1,1,2,1,1,2,9,1,3,3,1,7,0,1,2,2,3,3,2,1,1,1,1,1,1,0,0,11,54 minutes,365,149,514,10950,22078,33028
MH-1252,Aurangabad,Soegaon,Maharashtra,Rural,Block Health Care Soegaon,31.08.2020,10,1,9,6,1,1,2,2,1,1,2,10,1,8,2,1,12,0,1,2,1,6,2,1,1,1,1,1,1,0,2,2,12,50 minutes,365,149,514,10950,22078,33028
MH-1253,Aurangabad,Khuldabad,Maharashtra,Rural,Civil Hospital Khuldabad,31.08.2020,11,1,10,10,1,1,2,1,1,1,2,9,1,9,2,1,18,0,3,1,3,6,2,1,1,1,1,1,1,0,2,0,10,36 minutes,365,149,514,10950,22078,33028
MH-1254,Aurangabad,Khuldabad,Maharashtra,Rural,Taluka Medical Centre Khuldabad,31.08.2020,10,2,8,7,1,1,1,1,1,1,3,9,2,6,2,1,10,0,3,2,2,6,2,1,1,1,1,1,1,0,2,0,10,32 minutes,365,149,514,10950,22078,33028
MH-1255,Aurangabad,Sillod,Maharashtra,Rural,Primary Health Hospital & ICU Sillod,31.08.2020,10,3,7,6,1,1,2,2,1,1,3,11,4,7,3,1,20,0,2,1,1,6,2,1,1,1,1,1,1,1,0,0,9,59 minutes,365,149,514,10950,22078,33028
MH-1256,Aurangabad,Sillod,Maharashtra,Rural,Primary Health Care Sillod,31.08.2020,11,2,9,9,1,1,1,2,1,1,2,9,1,8,2,2,15,0,1,2,1,6,2,2,1,1,1,1,1,1,1,1,12,55 minutes,365,149,514,10950,22078,33028
MH-1257,Aurangabad,Phulambri,Maharashtra,Rural,Gram Hospital Phulambri,31.08.2020,5,2,3,5,1,1,2,1,1,1,2,9,3,6,2,1,11,0,3,2,1,3,3,1,1,1,1,1,2,0,0,1,11,31 minutes,365,149,514,10950,22078,33028
MH-1258,Aurangabad,Phulambri,Maharashtra,Rural,Primary Health Super Speciality Hospital Phulambri,31.08.2020,9,2,7,9,1,1,1,1,1,1,2,8,2,8,3,2,10,0,2,2,1,5,2,2,1,1,1,1,1,1,1,0,11,57 minutes,365,149,514,10950,22078,33028
MH-1259,Solapur,Solapur City,Maharashtra,Urban,Apollo Trauma Centre Solapur City,31.08.2020,45,9,36,31,2,6,3,2,1,1,4,19,8,23,4,4,47,1,2,2,3,27,6,1,1,1,2,3,2,0,1,1,18,26 minutes,365,149,514,10950,22078,33028
MH-1260,Solapur,Solapur City,Maharashtra,Urban,Bethany Multispeciality Hospital Solapur City,31.08.2020,53,15,38,42,3,6,7,2,1,1,6,26,13,30,2,6,58,1,1,1,3,31,6,3,1,3,2,1,1,1,2,2,22,28 minutes,365,149,514,10950,22078,33028
MH-1261,Solapur,Solapur City,Maharashtra,Urban,Sunrise Medical Centre Solapur City,31.08.2020,58,13,45,47,3,7,5,1,1,1,4,22,11,32,2,4,66,1,3,2,2,34,6,3,1,2,1,2,1,0,1,0,17,19 minutes,365,149,514,10950,22078,33028
MH-1262,Solapur,Solapur City,Maharashtra,Urban,Sparsh Super Speciality Hospital Solapur City,31.08.2020,48,6,42,32,1,7,7,3,1,2,3,24,6,24,3,4,58,1,3,1,2,28,5,2,1,1,1,2,1,0,0,0,13,29 minutes,365,149,514,10950,22078,33028
MH-1263,Solapur,Solapur City,Maharashtra,Urban,Central Nursing Home Solapur City,31.08.2020,54,9,45,45,2,7,3,2,1,1,2,18,7,29,3,4,59,1,2,1,1,32,5,2,1,1,1,3,1,1,0,0,15,19 minutes,365,149,514,10950,22078,33028
MH-1264,Solapur,Barshi,Maharashtra,Semi-Urban,Health Multispeciality Hospital Barshi,31.08.2020,19,3,16,16,1,2,2,1,1,1,2,10,4,14,2,2,24,0,1,2,2,11,4,1,1,1,1,1,2,1,0,1,13,45 minutes,365,149,514,10950,22078,33028
MH-1265,Solapur,Barshi,Maharashtra,Semi-Urban,Community Medical Trust Barshi,31.08.2020,15,7,8,9,1,1,2,2,1,1,4,12,7,12,2,4,20,0,3,1,3,9,3,1,1,1,1,1,1,1,2,0,12,50 minutes,365,149,514,10950,22078,33028
MH-1266,Solapur,Barshi,Maharashtra,Semi-Urban,Community Multispeciality Hospital Barshi,31.08.2020,24,5,19,20,1,3,2,2,1,1,3,13,4,12,2,3,31,1,3,1,3,14,3,1,1,1,1,1,2,1,0,2,13,31 minutes,365,149,514,10950,22078,33028
MH-1267,Solapur,Pandharpur,Maharashtra,Semi-Urban,General Hospital Pandharpur,31.08.2020,26,2,24,18,1,4,3,2,1,1,3,15,1,14,3,2,33,1,2,1,3,15,3,2,1,1,1,1,1,0,1,1,12,33 minutes,365,149,514,10950,22078,33028
MH-1268,Solapur,Pandharpur,Maharashtra,Semi-Urban,General Multispeciality Hospital Pandharpur,31.08.2020,17,4,13,16,1,2,1,2,1,1,4,12,5,11,2,1,19,0,2,2,3,10,3,1,1,1,1,1,2,0,0,0,10,43 minutes,365,149,514,10950,22078,33028
MH-1269,Solapur,Pandharpur,Maharashtra,Semi-Urban,District Nursing Home Pandharpur,31.08.2020,29,6,23,19,1,3,1,2,1,1,2,11,4,14,2,3,36,1,1,2,3,17,3,3,1,1,1,2,1,1,2,2,17,34 minutes,365,149,514,10950,22078,33028
MH-1270,Solapur,Mangalvedhe,Maharashtra,Rural,Rural Trauma Centre Mangalvedhe,31.08.2020,12,3,9,11,1,1,2,2,1,1,2,10,2,8,3,2,22,0,2,1,2,7,2,2,1,1,1,1,1,0,2,1,12,48 minutes,365,149,514,10950,22078,33028
MH-1271,Solapur,Mangalvedhe,Maharashtra,Rural,Civil Nursing Home Mangalvedhe,31.08.2020,13,2,11,12,1,1,1,1,1,1,2,8,3,8,3,2,19,0,2,1,1,7,2,1,1,1,1,1,2,1,0,0,10,34 minutes,365,149,514,10950,22078,33028
MH-1272,Solapur,Malshiras,Maharashtra,Rural,Jeevan Super Speciality Hospital Malshiras,31.08.2020,7,3,4,5,1,1,2,1,1,1,2,9,4,5,2,2,7,0,3,1,1,4,2,2,1,1,1,1,1,0,0,0,9,54 minutes,365,149,514,10950,22078,33028
MH-1273,Solapur,Malshiras,Maharashtra,Rural,Swasthya Multispeciality Hospital Malshiras,31.08.2020,11,2,9,11,1,1,2,1,1,1,2,9,3,9,2,2,12,0,2,1,1,6,2,2,1,1,1,1,1,0,0,2,11,60 minutes,365,149,514,10950,22078,33028
MH-1274,Solapur,Sangola,Maharashtra,Rural,Swasthya Nursing Home Sangola,31.08.2020,9,2,7,8,1,1,1,2,1,1,2,9,3,8,2,1,18,0,1,1,3,5,2,1,1,1,1,1,1,1,1,2,12,42 minutes,365,149,514,10950,22078,33028
MH-1275,Solapur,Sangola,Maharashtra,Rural,Block Trauma Centre Sangola,31.08.2020,12,2,10,9,1,1,2,2,1,1,3,11,1,8,2,2,13,0,3,1,2,7,2,2,1,1,1,1,2,1,0,1,12,43 minutes,365,149,514,10950,22078,33028
MH-1276,Solapur,Karmala,Maharashtra,Rural,Block Nursing Home Karmala,31.08.2020,12,1,11,11,1,1,1,1,1,1,2,8,1,9,3,1,12,0,3,2,3,7,2,1,1,1,1,1,1,1,1,2,12,36 minutes,365,149,514,10950,22078,33028
MH-1277,Solapur,Karmala,Maharashtra,Rural,Block Health Care Karmala,31.08.2020,4,0,4,4,1,1,1,2,1,1,3,10,1,5,3,2,13,0,3,2,3,2,2,1,1,1,1,1,2,0,1,0,10,30 minutes,365,149,514,10950,22078,33028
MH-1278,Solapur,Mohol,Maharashtra,Rural,Jeevan Trauma Centre Mohol,31.08.2020,12,3,9,12,1,1,2,2,1,1,2,10,3,11,2,1,18,0,3,2,1,7,2,2,1,1,1,1,2,0,1,2,13,47 minutes,365,149,514,10950,22078,33028
MH-1279,Solapur,Mohol,Maharashtra,Rural,Village Health Trauma Centre Mohol,31.08.2020,13,4,9,10,1,1,2,2,1,1,4,12,3,9,3,2,19,0,2,2,1,7,2,1,1,1,1,1,2,0,1,2,12,51 minutes,365,149,514,10950,22078,33028
MH-1280,Solapur,Akkalkot,Maharashtra,Rural,Rural General Hospital Akkalkot,31.08.2020,9,2,7,8,1,1,2,1,1,1,3,10,3,4,3,2,16,0,3,2,3,5,3,1,1,1,1,1,1,0,0,1,10,41 minutes,365,149,514,10950,22078,33028
MH-1281,Solapur,Akkalkot,Maharashtra,Rural,Public Super Speciality Hospital Akkalkot,31.08.2020,10,3,7,10,1,1,2,2,1,1,2,10,4,6,2,1,20,0,2,1,3,6,2,1,1,1,1,1,1,1,0,1,10,48 minutes,365,149,514,10950,22078,33028
MH-1282,Solapur,South Solapur,Maharashtra,Semi-Urban,Central Hospital South Solapur,31.08.2020,20,6,14,14,1,2,3,1,1,1,3,12,5,14,2,4,21,0,3,1,2,12,3,3,1,1,1,2,2,1,0,1,15,29 minutes,365,149,514,10950,22078,33028
MH-1283,Solapur,South Solapur,Maharashtra,Semi-Urban,Regional General Hospital South Solapur,31.08.2020,19,6,13,16,1,2,2,2,1,1,2,11,6,14,2,1,28,0,2,2,1,11,4,3,1,1,1,1,2,0,2,1,16,38 minutes,365,149,514,10950,22078,33028
MH-1284,Solapur,North Solapur,Maharashtra,Semi-Urban,Jan General Hospital North Solapur,31.08.2020,15,4,11,9,1,1,1,1,1,1,3,9,5,8,2,3,23,0,1,2,1,9,4,2,1,1,1,1,1,0,1,1,13,43 minutes,365,149,514,10950,22078,33028
